area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,19-Dec,Mallapuram,1 BHK,NAmes,1500,1,1,5250000
Super built-up  Area,Ready To Move,Mannarakkara Road,3 BHK,BrkSide,1600,2,2,5600000
Super built-up  Area,Ready To Move,Marine drive,3 BHK,NoRidge,2900,4,2,10150000
Built-up  Area,18-Dec,Market Road,2 BHK,CollgCr,1200,2,1,4200000
Built-up  Area,Ready To Move,Marottichuvadu,2 BHK,NWAmes,2255,2,3,7892500
Super built-up  Area,22-May,Mattanchery,1 BHK,NAmes,1400,4,2,4900000
Built-up  Area,Ready To Move,Medical Centre Road,1 BHK,NAmes,1500,3,2,5250000
Super built-up  Area,18-May,Medical College NAD Road,1 BHK,Somerst,1600,1,1,5600000
Plot  Area,Ready To Move,Menaka-MARINE DRIVE,1 BHK,NridgHt,2700,2,0,9450000
Built-up  Area,Ready To Move,MLA Road,1 BHK,SWISU,1200,2,2,4200000
Super built-up  Area,Ready To Move,Mundampalam,1 BHK,StoneBr,4600,1,0,16100000
Super built-up  Area,18-Jun,Mundamveli,1 BHK,NAmes,1650,2,1,5775000
Built-up  Area,Ready To Move,Munnar,1 BHK,Gilbert,5520,3,3,19320000
Super built-up  Area,19-Jan,Muthukulam Village Kochi,1 BHK,Somerst,3900,5,3,13650000
Super built-up  Area,18-Apr,Navodaya North Millumpady,1 BHK,Somerst,1800,2,3,6300000
Built-up  Area,Ready To Move,Nethaji Nagar,1 BHK,CollgCr,4500,2,2,15750000
Plot  Area,Ready To Move,NGO Quarters Kochi,1 BHK,MeadowV,1551,4,3,5428500
Built-up  Area,Ready To Move,NGO Quarters Mavelipuram Road,1 BHK,CollgCr,1600,4,3,5600000
Built-up  Area,Ready To Move,Nh Byepass,1 BHK,CollgCr,1955,1,1,6842500
Super built-up  Area,Ready To Move,Njarackal,1 BHK,OldTown,1550,3,3,5425000
Plot  Area,Ready To Move,Njarakkal,1 BHK,NAmes,4820,5,,16870000
Super built-up  Area,Ready To Move,North Janatha Road,1 BHK,CollgCr,1843,3,2,6450500
Plot  Area,Ready To Move,North Kalamassery,1 BHK,NoRidge,3640,3,1,12740000
Super built-up  Area,Ready To Move,Ottapalam,1 BHK,Somerst,3000,2,1,10500000
Plot  Area,19-Jan,Padivattom,1 BHK,Timber,4500,1,1,15750000
Super built-up  Area,18-Dec,Palachuvadu,1 BHK,SWISU,1300,2,2,4550000
Plot  Area,Ready To Move,Palakkad,1 BHK,Edwards,1000,3,1,3500000
Plot  Area,Ready To Move,Pallimugal Rd,1 BHK,BrDale,2000,2,1,7000000
Carpet  Area,Ready To Move,Panampilly Nagar Link Road,1 BHK,Timber,1700,2,2,5950000
Super built-up  Area,Ready To Move,Panangad,1 BHK,Edwards,1800,3,2,6300000
Built-up  Area,Ready To Move,Paravur,1 BHK,NAmes,1200,2,1,4200000
Built-up  Area,Ready To Move,Pathadipalam,1 BHK,OldTown,1200,2,1,4200000
Super built-up  Area,18-Dec,Pathirapally Village Ambalapuzha,1 BHK,Sawyer,1700,3,2,5950000
Super built-up  Area,Ready To Move,Pattalam Road,1 BHK,Edwards,1650,2,1,5775000
Super built-up  Area,Ready To Move,Perumbaikadu Village Kottayam,1 BHK,IDOTRR,1500,3,2,5250000
Super built-up  Area,Ready To Move,Pipeline Road,1 BHK,NWAmes,2500,4,,8750000
Super built-up  Area,18-Jan,Ponnurunni,1 BHK,OldTown,2500,3,2,8750000
Built-up  Area,Ready To Move,Pottakuzhi Mamangalam Road,1 BHK,Gilbert,2460,3,2,8610000
Super built-up  Area,Ready To Move,PT Usha Road,1 BHK,BrkSide,2800,2,1,9800000
Super built-up  Area,Ready To Move,Pulikillam East Road,1 BHK,CollgCr,2466,3,2,8631000
Built-up  Area,Ready To Move,Puthenpally,1 BHK,NAmes,1650,4,0,5775000
Super built-up  Area,Ready To Move,PuthiyaKavu Valavu Road,1 BHK,NAmes,810,2,1,2835000
Super built-up  Area,Ready To Move,Puthukkalavattom Road,1 BHK,OldTown,1250,4,,4375000
Super built-up  Area,18-Feb,Rameshwaram Village,1 BHK,Blmngtn,3654,2,1,12789000
Super built-up  Area,18-Nov,Ravipuram,1 BHK,Timber,3800,2,1,13300000
Super built-up  Area,Ready To Move,Residential House Kurambala,1 BHK,Timber,1456,2,2,5096000
Plot  Area,18-Dec,Seaport Airport Road,1 BHK,BrkSide,2456,4,1,8596000
Super built-up  Area,Ready To Move,Smartcity Road,1 BHK,NAmes,3654,2,2,12789000
Super built-up  Area,Ready To Move,SN Junction Over Bridge,1 BHK,SWISU,2250,1,0,7875000
Super built-up  Area,Ready To Move,Society Road,1 BHK,BrkSide,4500,2,1,15750000
Super built-up  Area,Ready To Move,South Kalamassery,1 BHK,Gilbert,2000,2,1,7000000
Super built-up  Area,Ready To Move,St James Church Rd,1 BHK,CollgCr,1600,4,2,5600000
Super built-up  Area,Ready To Move,Stadium Link Road,1 BHK,Somerst,5000,2,3,17500000
Super built-up  Area,Ready To Move,Stadium Road,1 BHK,OldTown,5500,2,1,19250000
Built-up  Area,Ready To Move,Stadium Round,1 BHK,Crawfor,4500,6,2,15750000
Super built-up  Area,Ready To Move,TD Road,1 BHK,CollgCr,1200,2,1,4200000
Super built-up  Area,Ready To Move,Thamaramkulangara Road,1 BHK,Mitchel,1000,2,1,3500000
Super built-up  Area,18-Sep,Thattampady,1 BHK,OldTown,1350,2,1,4725000
Super built-up  Area,Ready To Move,Thiruvaniyoor,1 BHK,NWAmes,1435,2,2,5022500
Plot  Area,Ready To Move,Thoppumpady,1 BHK,CollgCr,1900,1,1,6650000
Super built-up  Area,18-Jun,Thottumugham,1 BHK,NAmes,1800,2,1,6300000
Super built-up  Area,Ready To Move,Thrippunithura,1 BHK,NAmes,1500,2,2,5250000
Plot  Area,Ready To Move,Thuthiyoor Road,1 BHK,SawyerW,1800,4,2,6300000
Built-up  Area,Ready To Move,Trichur,1 BHK,BrkSide,1000,2,1,3500000
Plot  Area,18-May,Uliyannoor,1 BHK,Blmngtn,1300,2,1,4550000
Super built-up  Area,18-Mar,Unichira Kochi,1 BHK,OldTown,3000,3,3,10500000
Super built-up  Area,Ready To Move,Unnichira Koonamthai,1 BHK,NoRidge,1500,2,2,5250000
Super built-up  Area,Ready To Move,Vadakkekotta Kochi,1 BHK,NAmes,1800,2,2,6300000
Super built-up  Area,19-Jan,Vadasserikkara Village Ranni,1 BHK,Crawfor,2000,2,2,7000000
Super built-up  Area,18-May,Valanjambalam,1 BHK,NWAmes,5000,3,2,17500000
Super built-up  Area,Ready To Move,Valappu,1 BHK,NPkVill,2500,2,0,8750000
Super built-up  Area,18-Mar,Vallarpadam Church Road,1 BHK,CollgCr,1500,3,2,5250000
Super built-up  Area,Ready To Move,Vallikavu Road,1 BHK,Edwards,1300,3,2,4550000
Built-up  Area,18-May,Veli Road,1 BHK,NAmes,1050,,,3675000
Built-up  Area,Ready To Move,Vidya Nagar Colony,1 BHK,NAmes,1600,2,2,5600000
Super built-up  Area,Ready To Move,Kakkanad,1 BHK,NoRidge,1200,5,2,4200000
Built-up  Area,Ready To Move,Pukkattupady,1 BHK,NAmes,3500,2,2,12250000
Super built-up  Area,Ready To Move,Kaloor,1 BHK,OldTown,1350,2,2,4725000
Super built-up  Area,Ready To Move,Aluva,1 BHK,NWAmes,4350,2,1,15225000
Super built-up  Area,Ready To Move,Edappally,1 BHK,Gilbert,1900,2,2,6650000
Super built-up  Area,Ready To Move,Marine Drive,1 BHK,NPkVill,1800,3,2,6300000
Super built-up  Area,Ready To Move,Eroor,1 BHK,OldTown,3500,2,2,12250000
Super built-up  Area,18-Jul,Kadavanthra,1 BHK,Gilbert,4800,2,2,16800000
Super built-up  Area,18-Apr,Thripunithura,1 BHK,Mitchel,5000,2,1,17500000
Super built-up  Area,18-Aug,Kuzhivelippady,1 BHK,NAmes,1300,2,1,4550000
Plot  Area,Ready To Move,Vypin Pallipuram Road,1 BHK,NAmes,2000,6,1,7000000
Super built-up  Area,Ready To Move,Elamakkara,1 BHK,NridgHt,1258,3,1,4403000
Plot  Area,Ready To Move,Vennala,1 BHK,OldTown,1800,2,1,6300000
Super built-up  Area,Ready To Move,Panampilly Nagar,1 BHK,NWAmes,1600,2,2,5600000
Super built-up  Area,18-Aug,Perumbavoor,1 BHK,Crawfor,1385,2,2,4847500
Super built-up  Area,Ready To Move,Kalamassery,1 BHK,CollgCr,2500,2,2,8750000
Built-up  Area,Ready To Move,Maradu,1 BHK,Somerst,2000,2,2,7000000
Plot  Area,Ready To Move,Vaduthala,1 BHK,BrkSide,1300,3,2,4550000
Built-up  Area,Ready To Move,Kakkanad Pallikara Road,1 BHK,CollgCr,4500,2,2,15750000
Plot  Area,Ready To Move,vyttila,1 BHK,Sawyer,1600,4,2,5600000
Plot  Area,Ready To Move,Vytilla,1 BHK,Mitchel,1000,2,0,3500000
Super built-up  Area,Ready To Move,Angamaly,1 BHK,CollgCr,1630,2,1,5705000
Built-up  Area,Ready To Move,Thammanam,1 BHK,Edwards,2000,2,3,7000000
Super built-up  Area,Ready To Move,Thevara,1 BHK,MeadowV,1600,2,1,5600000
Super built-up  Area,Ready To Move,Vazhakkala,1 BHK,NAmes,1350,3,2,4725000
Super built-up  Area,Ready To Move,Pallikkara,1 BHK,Somerst,1500,2,1,5250000
Super built-up  Area,18-Jul,Thevakkal,1 BHK,Edwards,1600,2,1,5600000
Super built-up  Area,Ready To Move,Palarivattom,1 BHK,Mitchel,2900,2,1,10150000
Super built-up  Area,19-Jul,Thrikkakara,1 BHK,Somerst,1200,2,2,4200000
Super built-up  Area,Ready To Move,Nedumbassery,1 BHK,Gilbert,2255,2,3,7892500
Super built-up  Area,Ready To Move,Ernakulam South,1 BHK,NWAmes,1400,2,3,4900000
Super built-up  Area,Ready To Move,Padamughal,1 BHK,Crawfor,1500,2,2,5250000
Super built-up  Area,Ready To Move,Thykoodam,1 BHK,NAmes,1600,2,2,5600000
Plot  Area,Ready To Move,Elamkulam,1 BHK,Edwards,2700,4,1,9450000
Super built-up  Area,20-Nov,Edathala,1 BHK,Crawfor,1200,2,1,4200000
Plot  Area,Ready To Move,Kangarappady,1 BHK,NoRidge,4600,5,0,16100000
Super built-up  Area,Ready To Move,Mamangalam,1 BHK,Mitchel,1650,2,2,5775000
Super built-up  Area,21-Dec,Varapuzha,1 BHK,Somerst,5520,1,0,19320000
Super built-up  Area,18-Apr,Mulanthuruthy,1 BHK,NWAmes,3900,1,1,13650000
Super built-up  Area,Ready To Move,Kathrikadavu,1 BHK,OldTown,1800,4,1,6300000
Super built-up  Area,Ready To Move,Kurlad Anganvadi Road,1 BHK,BrkSide,4500,2,2,15750000
Super built-up  Area,Ready To Move,MG Road,1 BHK,Sawyer,1551,5,2,5428500
Super built-up  Area,Ready To Move,Kacheripady,1 BHK,NridgHt,1600,2,2,5600000
Super built-up  Area,18-Mar,Cheranalloor,1 BHK,Sawyer,1955,5,3,6842500
Plot  Area,Ready To Move,Chambakkara Kannadikadu Road,1 BHK,CollgCr,1550,2,0,5425000
Built-up  Area,18-Dec,Chottanikkara,1 BHK,NAmes,4820,2,1,16870000
Super built-up  Area,18-Jan,High Court Road,1 BHK,BrkSide,1843,2,2,6450500
Super built-up  Area,21-Jan,Infopark,1 BHK,NAmes,3640,2,1,12740000
Super built-up  Area,Ready To Move,Kannankulangara,1 BHK,Sawyer,3000,2,1,10500000
Super built-up  Area,Ready To Move,Keerthi Nagar Road,1 BHK,SawyerW,4500,3,2,15750000
Carpet  Area,Ready To Move,Kochi,1 BHK,NAmes,1300,2,0,4550000
Super built-up  Area,Ready To Move,Kundannoor,1 BHK,NridgHt,1000,4,3,3500000
Super built-up  Area,Ready To Move,Manjummel,1 BHK,IDOTRR,2000,3,2,7000000
Super built-up  Area,Ready To Move,Puthiyakavu,1 BHK,CollgCr,1700,2,2,5950000
Super built-up  Area,Ready To Move,Sahodaran Ayyappan Road,1 BHK,MeadowV,1800,2,1,6300000
Super built-up  Area,Ready To Move,Shenoys,1 BHK,Sawyer,1200,2,1,4200000
Super built-up  Area,22-Jun,Thengode Edachira Road,1 BHK,NridgHt,1200,2,2,4200000
Super built-up  Area,18-Apr,Thiruvankulam Chottanikkara Road,1 BHK,NAmes,1700,2,2,5950000
Built-up  Area,Ready To Move,Thottakkattukara,1 BHK,NridgHt,1650,3,1,5775000
Super built-up  Area,Ready To Move,Pallimukku,1 BHK,NAmes,1500,2,1,5250000
Super built-up  Area,Ready To Move,Perumanoor,1 BHK,BrkSide,2500,2,2,8750000
Built-up  Area,Ready To Move,Chittoor Road,1 BHK,IDOTRR,2500,2,2,8750000
Super built-up  Area,Ready To Move,Chalikkavattom,1 BHK,Sawyer,2460,2,2,8610000
Super built-up  Area,Ready To Move,Eroor South,1 BHK,CollgCr,2800,3,2,9800000
Super built-up  Area,Ready To Move,Fortkochi,1 BHK,NAmes,2466,6,2,8631000
Super built-up  Area,Ready To Move,Kadungalloor,1 BHK,NridgHt,1650,3,3,5775000
Super built-up  Area,18-Dec,Kathrikadavu Railway Over Bridge,1 BHK,NridgHt,810,5,3,2835000
Super built-up  Area,Ready To Move,Mini Bypass Tripunithura Road,1 BHK,CollgCr,1250,2,1,4375000
Super built-up  Area,Ready To Move,Ponekkara,1 BHK,NAmes,3654,4,2,12789000
Super built-up  Area,18-Apr,Puthencruz,1 BHK,NAmes,3800,3,1,13300000
Built-up  Area,18-Jan,Chilavannoor,1 BHK,Edwards,1456,1,1,5096000
Super built-up  Area,Ready To Move,Thrikkakara North,1 BHK,NAmes,2456,2,1,8596000
Plot  Area,Ready To Move,Vazhakkulam,1 BHK,Timber,3654,8,3,12789000
Built-up  Area,Ready To Move,North Paravoor,1 BHK,SawyerW,2250,1,1,7875000
Built-up  Area,Ready To Move,Athani Mundapalam Road,1 BHK,CollgCr,4500,6,3,15750000
Super built-up  Area,18-May,Chakkaraparambu,1 BHK,NAmes,2000,2,1,7000000
Super built-up  Area,Ready To Move,Chembumukku Road,1 BHK,NridgHt,1600,2,1,5600000
Built-up  Area,Ready To Move,Choornikkara,1 BHK,Mitchel,5000,2,1,17500000
Plot  Area,Ready To Move,Chullickal,1 BHK,Somerst,5500,9,0,19250000
Super built-up  Area,Ready To Move,Elamakkara Road,1 BHK,OldTown,4500,3,2,15750000
Built-up  Area,Ready To Move,Elamkulam Bridge,1 BHK,Sawyer,3500,3,1,12250000
Super built-up  Area,Ready To Move,Ernakulam North Kathrikadavu,1 BHK,Gilbert,1200,2,2,4200000
Super built-up  Area,Ready To Move,Eroor Rd,1 BHK,BrkSide,1000,4,3,3500000
Built-up  Area,Ready To Move,Ettumanoor Ernakulam Rd,1 BHK,IDOTRR,1350,4,,4725000
Plot  Area,Ready To Move,Gandhi Nagar,1 BHK,Veenker,1435,4,1,5022500
Plot  Area,Ready To Move,Hill Palace Road,1 BHK,Crawfor,1900,4,1,6650000
Super built-up  Area,Ready To Move,Irumpanam,1 BHK,NoRidge,1800,2,2,6300000
Super built-up  Area,Ready To Move,Kadavanthara Road,1 BHK,Mitchel,1500,2,0,5250000
Super built-up  Area,Ready To Move,Kakkanad,1 BHK,Somerst,1800,2,1,6300000
Built-up  Area,Ready To Move,Kakkanad NGO Quarters Road,1 BHK,NWAmes,1000,2,1,3500000
Super built-up  Area,Ready To Move,Kakkanad Road,1 BHK,OldTown,1300,2,1,4550000
Super built-up  Area,Ready To Move,Kaladi,1 BHK,BrkSide,3000,3,,10500000
Super built-up  Area,Ready To Move,Kannamkulangara Road,1 BHK,Sawyer,1500,4,3,5250000
Super built-up  Area,Ready To Move,Karukutty,1 BHK,NridgHt,1800,2,1,6300000
Super built-up  Area,Ready To Move,Kochi Madurai Dhanushkodi Road,1 BHK,Sawyer,2000,2,2,7000000
Super built-up  Area,22-Jan,Kollamkudimugal,1 BHK,CollgCr,5000,1,1,17500000
Plot  Area,Ready To Move,KP Vallon Road,1 BHK,NAmes,2500,5,,8750000
Plot  Area,Ready To Move,Mulavukad,1 BHK,BrkSide,1500,1,0,5250000
Super built-up  Area,18-Apr,Muppathadam Road,1 BHK,NAmes,1300,2,2,4550000
Plot  Area,Ready To Move,Muttambalam Village Kottayam,1 BHK,Sawyer,1050,2,1,3675000
Super built-up  Area,18-Mar,Muvattupuzha,1 BHK,SawyerW,1600,2,1,5600000
Plot  Area,Ready To Move,Naroth Road,1 BHK,NAmes,1200,4,1,4200000
Built-up  Area,Ready To Move,Nettoor,1 BHK,NridgHt,3500,4,3,12250000
Built-up  Area,Ready To Move,Pachalam,1 BHK,IDOTRR,1350,2,2,4725000
Built-up  Area,Ready To Move,Palluruthy,1 BHK,CollgCr,4350,2,1,15225000
Super built-up  Area,Ready To Move,Panchayat Road,1 BHK,MeadowV,1900,1,1,6650000
Super built-up  Area,Ready To Move,Periyar Nagar,1 BHK,Sawyer,1800,4,2,6300000
Plot  Area,Ready To Move,Pinarmunda Infopark Short Road,1 BHK,NridgHt,3500,5,,12250000
Super built-up  Area,Ready To Move,Poonithura,1 BHK,NAmes,4800,2,1,16800000
Plot  Area,Ready To Move,Pukkattupady Road,1 BHK,NridgHt,5000,3,0,17500000
Super built-up  Area,21-Oct,Pullepady,1 BHK,NAmes,1300,3,1,4550000
Super built-up  Area,Ready To Move,Puthiya Road,1 BHK,BrkSide,2000,3,1,7000000
Plot  Area,Ready To Move,Salem Kochi Highway,1 BHK,IDOTRR,1258,5,2,4403000
Built-up  Area,Ready To Move,Satellite Township Padamughal,1 BHK,Sawyer,1800,2,2,6300000
Super built-up  Area,Ready To Move,SRM Road,1 BHK,CollgCr,1600,3,3,5600000
Super built-up  Area,Ready To Move,Thevara Ferry Road,1 BHK,NAmes,1385,4,3,4847500
Super built-up  Area,Ready To Move,Vidya Nagar Colony Thrikkakara,1 BHK,NridgHt,2500,4,2,8750000
Built-up  Area,Ready To Move,Warriyam Road,1 BHK,NridgHt,2000,2,1,7000000
Super built-up  Area,Ready To Move,Ayyappankavu,1 BHK,CollgCr,1300,3,1,4550000
Plot  Area,Ready To Move,Valummel,1 BHK,NAmes,4500,4,1,15750000
Super built-up  Area,Ready To Move,Edakochi,1 BHK,NAmes,1600,2,1,5600000
Super built-up  Area,18-Aug,Panayappilly,1 BHK,Edwards,1000,1,1,3500000
Super built-up  Area,Ready To Move,South Chittoor,1 BHK,NAmes,1630,3,2,5705000
Plot  Area,Ready To Move,Eloor,1 BHK,Timber,2000,3,1,7000000
Super built-up  Area,20-Jan,Kunnathunad,1 BHK,SawyerW,1600,3,2,5600000
Built-up  Area,Ready To Move,Veliyathunadu,1 BHK,CollgCr,1350,3,3,4725000
Super built-up  Area,Ready To Move,Koonammavu,1 BHK,NAmes,1500,2,2,5250000
Super built-up  Area,18-Jul,Puthenkurish,1 BHK,NridgHt,1600,3,1,5600000
Plot  Area,18-Aug,Kunnukara,1 BHK,Mitchel,2900,3,1,10150000
Super built-up  Area,Ready To Move,Kolenchery,1 BHK,Somerst,1200,2,2,4200000
Super built-up  Area,Ready To Move,A z a d Road,1 BHK,OldTown,2255,3,2,7892500
Plot  Area,Ready To Move,Alappuzha,1 BHK,Sawyer,1400,5,3,4900000
Built-up  Area,Ready To Move,Alappuzha Arthunkal Kochi Road,1 BHK,Gilbert,1500,2,1,5250000
Built-up  Area,Ready To Move,Alfiya Nagar,1 BHK,BrkSide,1600,2,0,5600000
Super built-up  Area,Ready To Move,Alinchuvadu,1 BHK,IDOTRR,2700,2,1,9450000
Super built-up  Area,18-Dec,Alwaye,1 BHK,Veenker,1200,4,3,4200000
Super built-up  Area,Ready To Move,Ambalamedu,1 BHK,NAmes,4600,2,0,16100000
Super built-up  Area,Ready To Move,Ambelipadam Road,1 BHK,NAmes,1650,3,3,5775000
Plot  Area,Ready To Move,Amrita Nagar,1 BHK,Somerst,5520,3,1,19320000
Built-up  Area,Ready To Move,Aroor,1 BHK,CollgCr,3900,2,1,13650000
Super built-up  Area,Ready To Move,Azad Road,1 BHK,StoneBr,1800,3,2,6300000
Super built-up  Area,Ready To Move,Block Office Road,1 BHK,CollgCr,4500,3,3,15750000
Super built-up  Area,Ready To Move,Bolghatty Palace Island Resort,1 BHK,SawyerW,1551,3,2,5428500
Super built-up  Area,Ready To Move,Brahmapuram,1 BHK,IDOTRR,1600,2,2,5600000
Built-up  Area,Ready To Move,Cannon Shed Road,1 BHK,NridgHt,1955,3,3,6842500
Super built-up  Area,Ready To Move,CBI Road,1 BHK,OldTown,1550,2,2,5425000
Super built-up  Area,Ready To Move,Chakkalakkal,1 BHK,CollgCr,4820,3,3,16870000
Super built-up  Area,Ready To Move,Chakkalapadam Road,1 BHK,NridgHt,1843,2,1,6450500
Super built-up  Area,19-Dec,Chakkarapparambu Road,1 BHK,NAmes,3640,3,1,12740000
Super built-up  Area,Ready To Move,Changampuzha Nagar,1 BHK,CollgCr,3000,2,2,10500000
Super built-up  Area,Ready To Move,Changampuzha Park Road,1 BHK,OldTown,4500,2,1,15750000
Super built-up  Area,Ready To Move,Chavakkadu Kochi,1 BHK,ClearCr,1300,2,1,4550000
Built-up  Area,Ready To Move,Chembakara,1 BHK,NAmes,1000,2,1,3500000
Built-up  Area,Ready To Move,Chembumukku,1 BHK,Mitchel,2000,2,0,7000000
Super built-up  Area,Ready To Move,Cherthala Taluk Alappuzha,1 BHK,Gilbert,1700,3,2,5950000
Super built-up  Area,Ready To Move,Chilavannur,1 BHK,NAmes,1800,3,,6300000
Super built-up  Area,Ready To Move,Chitrapuzha Road,2 BHK,OldTown,1200,2,1,4200000
Super built-up  Area,19-Jun,Chittethukara,2 BHK,MeadowV,1200,2,1,4200000
Plot  Area,Ready To Move,Chunangamvely,2 BHK,NAmes,1700,1,0,5950000
Super built-up  Area,19-Jan,Cochin College Road,2 BHK,BrkSide,1650,5,2,5775000
Super built-up  Area,Ready To Move,Convent Road,2 BHK,Sawyer,1500,1,1,5250000
Super built-up  Area,Ready To Move,Deshabhimani,2 BHK,OldTown,2500,2,2,8750000
Super built-up  Area,Ready To Move,Desom,2 BHK,NAmes,2500,4,2,8750000
Super built-up  Area,Ready To Move,Echamuku,2 BHK,Mitchel,2460,3,3,8610000
Super built-up  Area,18-Jan,Elamana Road,2 BHK,Somerst,2800,1,1,9800000
Super built-up  Area,Ready To Move,Eroor Road,2 BHK,NAmes,2466,2,1,8631000
Super built-up  Area,18-May,FACT Nagar,2 BHK,Gilbert,1650,2,1,5775000
Super built-up  Area,18-Apr,Gandhinagar Road,2 BHK,NoRidge,810,2,1,2835000
Super built-up  Area,Ready To Move,Good Earth Lane,2 BHK,Gilbert,1250,2,1,4375000
Built-up  Area,Ready To Move,HMT Colony,2 BHK,Somerst,3654,2,1,12789000
Super built-up  Area,19-Dec,HMT Colony Road,2 BHK,IDOTRR,3800,3,1,13300000
Built-up  Area,Ready To Move,HMT Kalamassery,2 BHK,CollgCr,1456,3,2,5096000
Plot  Area,Ready To Move,Idukki,2 BHK,NAmes,2456,4,1,8596000
Super built-up  Area,18-Dec,Janatha Road,2 BHK,NAmes,3654,4,,12789000
Super built-up  Area,Ready To Move,Jawahar Nagar,2 BHK,Crawfor,2250,2,1,7875000
Super built-up  Area,Ready To Move,Jaya Nagar,2 BHK,OldTown,4500,3,3,15750000
Built-up  Area,Ready To Move,Journalist Colony,2 BHK,CollgCr,2000,4,0,7000000
Plot  Area,Ready To Move,Judgemukku Thrikkakara,2 BHK,Gilbert,1600,3,0,5600000
Built-up  Area,Ready To Move,Kaipadamugal,2 BHK,CollgCr,5000,2,3,17500000
Built-up  Area,Ready To Move,Kakkanad Junction Road,2 BHK,Edwards,5500,1,0,19250000
Super built-up  Area,Ready To Move,Kalabhavan Road,2 BHK,Edwards,4500,2,2,15750000
Super built-up  Area,Ready To Move,Kaloor Kadavanthara Road,2 BHK,NAmes,2500,2,2,8750000
Plot  Area,Ready To Move,Kangarappady Navodaya Road,2 BHK,NWAmes,1200,6,2,4200000
Super built-up  Area,19-Mar,Karikkamuri,2 BHK,SawyerW,1000,3,2,3500000
Super built-up  Area,Ready To Move,Karimugal,2 BHK,SawyerW,1350,3,2,4725000
Super built-up  Area,18-Nov,Karimugal Kaninadu Road,2 BHK,CollgCr,1435,2,1,5022500
Super built-up  Area,18-May,Karingachira,2 BHK,IDOTRR,1900,2,1,6650000
Super built-up  Area,Ready To Move,Karippassery,2 BHK,Somerst,1800,2,1,6300000
Super built-up  Area,Ready To Move,Karshaka Road,2 BHK,OldTown,1500,3,3,5250000
Super built-up  Area,Ready To Move,Karthikapally Taluk Alappuzha,2 BHK,OldTown,1800,2,1,6300000
Super built-up  Area,Ready To Move,Kasargod,2 BHK,IDOTRR,1000,1,1,3500000
Super built-up  Area,18-Apr,KB Jacob Road,2 BHK,NWAmes,1300,2,1,4550000
Built-up  Area,Ready To Move,Kochangadi,2 BHK,Edwards,3000,4,0,10500000
Built-up  Area,Ready To Move,Kochi Metropolitan Area,2 BHK,Gilbert,1500,3,2,5250000
Plot  Area,Ready To Move,Kochi Road,2 BHK,CollgCr,1800,5,2,6300000
Super built-up  Area,Ready To Move,Kongorpilly Olanad Road,2 BHK,Crawfor,2000,2,1,7000000
Built-up  Area,19-Dec,Kothamangalam,2 BHK,Crawfor,5000,2,1,17500000
Plot  Area,Ready To Move,Kottayam Kochi,2 BHK,Somerst,2500,6,2,8750000
Super built-up  Area,18-Mar,Kozhikode,2 BHK,Sawyer,1500,2,1,5250000
Super built-up  Area,18-Mar,Kumaranasan Road,2 BHK,Edwards,1300,3,1,4550000
Super built-up  Area,18-Aug,Kumarapuram Temple Road,2 BHK,SawyerW,1050,3,2,3675000
Plot  Area,Ready To Move,Kumbalam,2 BHK,CollgCr,1600,6,1,5600000
Plot  Area,Ready To Move,Kunnumpuram,2 BHK,ClearCr,1200,3,0,4200000
Super built-up  Area,Ready To Move,Kuthukuzhi,2 BHK,IDOTRR,3500,1,1,12250000
Plot  Area,Ready To Move,Kyomtha Seminary Road,2 BHK,NAmes,1350,4,2,4725000
Super built-up  Area,18-Dec,LakeshoreMadavana Service Road,2 BHK,SawyerW,4350,3,2,15225000
Plot  Area,Ready To Move,Layam Road,2 BHK,NWAmes,1900,3,1,6650000
Plot  Area,Ready To Move,Link Park Lane,2 BHK,IDOTRR,1800,5,0,6300000
Built-up  Area,Ready To Move,Lisie Hospital Road,2 BHK,NPkVill,3500,1,1,12250000
Super built-up  Area,Ready To Move,Malikampeedika,2 BHK,OldTown,4800,2,2,16800000
Super built-up  Area,Ready To Move,Mallapally Taluk Pathanamthitta,2 BHK,NAmes,5000,3,,17500000
Super built-up  Area,18-Aug,Mallapuram,2 BHK,NAmes,1300,2,1,4550000
