id,area_type,price,total_sqft,location,size,availability,bath,balcony,society,YearBuilt,YearRemodAdd,MoSold,YrSold,MSSubClass,LotFrontage,1stFlrSF,2ndFlrSF,Gymnasium,LandscapedGardens,ATM,School,CarParking,Hospital,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea
4457,Super built-up  Area,15500000,900,Uttam Nagar,3 BHK,Ready To Move,2,9,NridgHt,1965,1965,6,2012,80,60,952,0,9,9,9,9,9,9,4,7,0,228,0,724,952,952,0,0,952
4458,Super built-up  Area,18000000,1050,Vasant Kunj,2 BHK,19-Mar,1,9,NridgHt,1920,1950,7,2013,60,NA,1072,213,9,9,9,9,9,9,5,5,0,336,41,295,672,1072,213,0,1285
4459,Super built-up  Area,2500000,1350,Vasant Kunj,2 BHK,Ready To Move,2,9,CollgCr,1959,1959,7,2020,60,51,1768,0,9,9,9,9,9,9,4,5,0,0,0,1768,1768,1768,0,0,1768
4460,Super built-up  Area,4000000,600,Sector 4 Rohini,3 BHK,21-Mar,1,9,NAmes,1977,2001,5,2020,60,35,682,548,9,9,9,9,9,9,5,6,0,0,0,440,440,682,548,0,1230
4461,Super built-up  Area,298500000,1200,Green Park,3 BHK,18-Apr,1,9,NAmes,1985,1985,7,2018,20,68,1182,960,9,9,9,9,9,9,6,6,576,448,0,448,896,1182,960,0,2142
4462,Super built-up  Area,4000000,6521,Chattarpur,3 BHK,Ready To Move,1,9,Edwards,1979,1979,7,2019,80,80,1337,0,9,9,9,9,9,9,6,5,443,1201,0,36,1237,1337,0,0,1337
4463,Built-up  Area,17500000,810,KarKardooma,3 BHK,Ready To Move,2,9,NAmes,2009,2009,6,2020,45,NA,1563,0,9,9,9,9,9,9,8,5,468,33,0,1530,1563,1563,0,0,1563
4464,Super built-up  Area,17500000,1442,Nirman Vihar,3 BHK,18-Dec,1,9,Timber,1931,1950,7,2020,120,98,1065,0,9,9,9,9,9,9,5,5,66,0,0,1065,1065,1065,0,0,1065
4465,Super built-up  Area,4500000,1400,Preet Vihar,2 BHK,Ready To Move,2,9,SawyerW,2003,2004,5,2019,20,43,804,670,9,9,9,9,9,9,7,5,22,0,0,384,384,804,670,0,1474
4466,Built-up  Area,14000000,677,Nirman Vihar,3 BHK,Ready To Move,2,9,CollgCr,1885,1995,7,2018,75,NA,1301,1116,9,9,9,9,9,9,8,5,284,0,0,1288,1288,1301,1116,0,2417
4467,Built-up  Area,43500000,1143,Gagan Vihar,4 BHK,20-Dec,2,9,NAmes,1948,1950,7,2015,70,75,684,876,9,9,9,9,9,9,6,5,0,0,0,684,684,684,876,0,1560
4468,Built-up  Area,2800000,2340,Preet Vihar,2 BHK,Ready To Move,1,9,NridgHt,1919,2005,12,2016,90,68,612,612,9,9,9,9,9,9,6,5,76,0,0,612,612,612,612,0,1224
4469,Super built-up  Area,20000000,1250,Greater Kailash,2 BHK,18-Aug,2,9,Mitchel,1977,1977,8,2020,20,59,1013,0,9,9,9,9,9,9,3,2,0,0,0,1013,1013,1013,0,513,1526
4470,Plot  Area,32500000,1200,Sector 22 Dwarka,5 Bedroom,Ready To Move,2,9,Somerst,1954,1972,4,2020,20,83,990,0,9,9,9,9,9,9,4,5,0,588,0,402,990,990,0,0,990
4471,Plot  Area,198900000,2111,Preet Vihar,6 Bedroom,Ready To Move,2,9,OldTown,2000,2000,1,2020,120,NA,1040,0,9,9,9,9,9,9,4,5,0,0,0,0,0,1040,0,0,1040
4472,Super built-up  Area,285400000,6541,Ghitorni,2 BHK,Ready To Move,2,9,Sawyer,2007,2007,6,2019,60,65,1235,0,9,9,9,9,9,9,5,3,203,600,0,635,1235,1235,0,0,1235
4473,Super built-up  Area,2500000,6521,Chattarpur,3 BHK,Ready To Move,1,9,Gilbert,1953,1953,6,2019,190,82,964,0,9,9,9,9,9,9,5,7,0,713,0,163,876,964,0,0,964
4474,Super built-up  Area,12500000,700,Dwarka Mor,2 BHK,Ready To Move,1,9,BrkSide,1945,2002,11,2018,20,121,1260,1031,9,9,9,9,9,9,6,6,0,1046,0,168,1214,1260,1031,0,2291
4475,Plot  Area,8500000,1490,West End,4 Bedroom,Ready To Move,1,9,IDOTRR,1999,1999,4,2015,20,80,905,881,9,9,9,9,9,9,6,5,0,648,0,176,824,905,881,0,1786
4476,Super built-up  Area,17500000,1197,Preet Vihar,2 BHK,Ready To Move,1,9,Veenker,1962,1962,11,2014,20,68,680,790,9,9,9,9,9,9,6,8,68,310,0,370,680,680,790,0,1470
4477,Super built-up  Area,18000000,605,Preet Vihar,2 BHK,Ready To Move,1,9,NAmes,2006,2007,5,2014,20,96,1588,0,9,9,9,9,9,9,7,5,183,1162,0,426,1588,1588,0,0,1588
4478,Super built-up  Area,30000000,1620,Om Vihar,3 BHK,Ready To Move,2,9,NAmes,1990,1990,4,2017,60,51,960,0,9,9,9,9,9,9,4,5,48,520,0,440,960,960,0,0,960
4479,Super built-up  Area,12500000,2808,Om Vihar,2 BHK,Ready To Move,2,9,Somerst,2005,2006,4,2017,20,NA,835,0,9,9,9,9,9,9,5,5,0,108,0,350,458,835,0,0,835
4480,Super built-up  Area,704400000,1490,West End,2 BHK,Ready To Move,2,9,CollgCr,1969,1969,1,2017,90,NA,1225,0,9,9,9,9,9,9,4,5,0,569,0,381,950,1225,0,0,1225
4481,Super built-up  Area,18000000,6544,Panchsheel Park,2 BHK,Ready To Move,2,9,StoneBr,1939,1950,1,2018,120,60,1610,0,9,9,9,9,9,9,6,7,28,1200,0,410,1610,1610,0,0,1610
4482,Built-up  Area,30000000,1620,Om Vihar,3 BHK,Ready To Move,1,9,CollgCr,1958,1958,6,2018,160,64,977,755,9,9,9,9,9,9,6,5,336,0,0,741,741,977,755,0,1732
4483,Built-up  Area,2700000,2808,Om Vihar,8 Bedroom,Ready To Move,1,9,SawyerW,1993,1993,3,2016,50,74,1535,0,9,9,9,9,9,9,5,5,0,0,0,0,0,1535,0,0,1535
4484,Super built-up  Area,2100000,450,KarKardooma,2 BHK,Ready To Move,1,9,IDOTRR,1979,1998,3,2016,20,60,1226,0,9,9,9,9,9,9,7,5,0,0,0,1226,1226,1226,0,0,1226
4485,Super built-up  Area,6500000,2160,Om Vihar,2 BHK,19-Apr,2,9,NridgHt,1935,1982,4,2015,20,75,1226,592,9,9,9,9,9,9,7,4,600,224,0,816,1040,1226,592,0,1818
4486,Super built-up  Area,19000000,900,Om Vihar,4 BHK,Ready To Move,2,9,OldTown,1976,1976,6,2010,160,NA,1053,939,9,9,9,9,9,9,8,5,768,0,0,1053,1053,1053,939,0,1992
4487,Super built-up  Area,28000000,1610,Delhi,2 BHK,Ready To Move,2,9,CollgCr,1930,1950,5,2011,60,43,1047,0,9,9,9,9,9,9,4,7,0,0,0,641,641,1047,0,0,1047
4488,Built-up  Area,11500000,1629,Delhi,4 BHK,Ready To Move,2,9,NridgHt,1966,1966,5,2011,120,65,789,0,9,9,9,9,9,9,5,5,0,104,169,516,789,789,0,0,789
4489,Super built-up  Area,6000000,2700,Preet Vihar,4 BHK,19-Jun,1,9,NAmes,1958,1991,3,2012,120,NA,997,520,9,9,9,9,9,9,5,7,0,0,0,793,793,997,520,0,1517
4490,Built-up  Area,6500000,1102,Om Vihar,3 BHK,Ready To Move,2,9,CollgCr,1966,1966,6,2012,50,21,1844,0,9,9,9,9,9,9,6,6,480,705,0,1139,1844,1844,0,0,1844
4491,Built-up  Area,18000000,945,Preet Vihar,3 Bedroom,Ready To Move,1,9,OldTown,2000,2000,3,2013,30,43,1216,639,9,9,9,9,9,9,6,4,0,444,0,550,994,1216,639,0,1855
4492,Built-up  Area,5500000,1620,Om Vihar,2 BHK,Ready To Move,1,9,ClearCr,1959,2002,5,2020,50,60,774,656,9,9,9,9,9,9,7,5,0,250,0,134,384,774,656,0,1430
4493,Plot  Area,17500000,738,Anand Niketan,8 Bedroom,Ready To Move,2,9,NAmes,2001,2002,4,2020,20,115,1282,1414,9,9,9,9,9,9,7,5,220,984,0,280,1264,1282,1414,0,2696
4494,Super built-up  Area,5500000,1401,Preet Vihar,2 BHK,Ready To Move,2,9,Mitchel,1968,1993,10,2018,20,65,2259,0,9,9,9,9,9,9,6,5,184,35,869,905,1809,2259,0,0,2259
4495,Built-up  Area,8500000,738,KarKardooma,2 Bedroom,Ready To Move,2,9,Gilbert,1970,1970,9,2019,120,80,1436,884,9,9,9,9,9,9,6,8,0,774,150,104,1028,1436,884,0,2320
4496,Super built-up  Area,6500000,1101,Preet Vihar,2 BHK,Ready To Move,2,9,NAmes,1967,1967,11,2020,80,68,729,729,9,9,9,9,9,9,6,5,1129,419,0,310,729,729,729,0,1458
4497,Super built-up  Area,18000000,945,Preet Vihar,2 BHK,Ready To Move,2,9,OldTown,1988,1989,11,2020,60,60,1092,0,9,9,9,9,9,9,5,5,116,170,670,252,1092,1092,0,0,1092
4498,Super built-up  Area,20000000,1620,Nirman Vihar,4 BHK,Ready To Move,2,9,MeadowV,1999,2000,5,2019,85,84,1125,0,9,9,9,9,9,9,5,5,0,0,0,1125,1125,1125,0,0,1125
4499,Super built-up  Area,21000000,1800,Om Vihar,4 BHK,19-Sep,2,9,NAmes,1997,1997,1,2018,50,85,1699,1523,9,9,9,9,9,9,7,5,0,1470,0,203,1673,1699,1523,0,3222
4500,Super built-up  Area,13000000,1728,Om Vihar,2 BHK,Ready To Move,2,9,BrkSide,1971,1971,5,2015,85,75,728,728,9,9,9,9,9,9,6,5,0,0,0,728,728,728,728,0,1456
4501,Super built-up  Area,70000000,1323,Om Vihar,3 BHK,Ready To Move,1,9,Sawyer,2005,2005,5,2016,160,NA,988,0,9,9,9,9,9,9,6,5,0,938,0,0,938,988,0,0,988
4502,Super built-up  Area,5500000,1422,Om Vihar,3 BHK,Ready To Move,1,9,OldTown,1952,1952,6,2020,60,51,772,351,9,9,9,9,9,9,4,5,0,0,0,732,732,772,351,0,1123
4503,Super built-up  Area,6000000,1000,Om Vihar,3 BHK,19-Dec,3,9,NAmes,1999,1999,6,2020,70,50,1080,0,9,9,9,9,9,9,6,7,135,570,0,510,1080,1080,0,0,1080
4504,Built-up  Area,2500000,927,Om Vihar,4 Bedroom,Ready To Move,2,9,Mitchel,1963,1963,11,2020,20,70,1199,0,9,9,9,9,9,9,6,5,0,300,0,899,1199,1199,0,0,1199
4505,Super built-up  Area,66500000,450,Om Enclave Mithapur Extension,2 BHK,20-Aug,1,9,Somerst,2004,2006,6,2019,80,85,1586,0,9,9,9,9,9,9,6,5,0,0,0,1362,1362,1586,0,0,1586
4506,Super built-up  Area,6500000,400,Pushpanjali Enclave,1 BHK,18-Jul,1,9,NAmes,1931,1993,9,2019,20,NA,520,0,9,9,9,9,9,9,6,8,0,490,0,30,520,520,0,234,754
4507,Super built-up  Area,23500000,2195,Kundli,3 BHK,Ready To Move,1,9,Gilbert,2001,2001,7,2018,20,91,958,0,9,9,9,9,9,9,6,5,0,120,0,958,1078,958,0,0,958
4508,Super built-up  Area,3650000,2600,Sector 19 Dwarka,2 BHK,Ready To Move,2,9,NoRidge,2004,2005,7,2015,60,NA,840,0,9,9,9,9,9,9,5,7,0,116,0,556,672,840,0,0,840
4509,Built-up  Area,2700000,540,Nawada Extension,3 BHK,Ready To Move,2,9,Gilbert,1936,1950,7,2014,50,51,660,688,9,9,9,9,9,9,6,5,266,512,0,148,660,660,688,0,1348
4510,Super built-up  Area,4700000,585,nawada,2 BHK,Ready To Move,1,9,Somerst,1975,1975,6,2014,120,NA,1053,0,9,9,9,9,9,9,5,7,85,567,28,413,1008,1053,0,0,1053
4511,Plot  Area,5100000,900,nawada,10 Bedroom,Ready To Move,2,9,IDOTRR,2007,2008,7,2017,20,72,1216,941,9,9,9,9,9,9,7,6,309,445,0,479,924,1216,941,0,2157
4512,Super built-up  Area,2300000,900,nawada,2 BHK,18-Feb,1,9,CollgCr,1971,1971,6,2017,60,66,1022,1032,9,9,9,9,9,9,6,5,40,695,0,297,992,1022,1032,0,2054
4513,Super built-up  Area,3700000,500,Mansa Ram Park,3 BHK,Ready To Move,1,9,NAmes,1960,1975,6,2017,30,70,1327,0,9,9,9,9,9,9,5,6,0,405,0,658,1063,1327,0,0,1327
4514,Super built-up  Area,2500000,675,Mansa Ram Park,3 BHK,Ready To Move,1,9,NAmes,1923,1950,6,2018,85,101,1296,0,9,9,9,9,9,9,8,5,136,1005,0,262,1267,1296,0,0,1296
4515,Super built-up  Area,5015000,550,Bindapur,2 BHK,Ready To Move,2,9,Crawfor,1924,1950,6,2018,60,57,1721,0,9,9,9,9,9,9,5,6,0,570,0,891,1461,1721,0,0,1721
4516,Plot  Area,5800000,1930,Kundli,4 Bedroom,Ready To Move,2,9,OldTown,1950,1950,6,2016,20,75,1682,0,9,9,9,9,9,9,7,6,288,0,0,1304,1304,1682,0,0,1682
4517,Plot  Area,2500000,900,Uttam Nagar,3 Bedroom,Ready To Move,1,9,CollgCr,2009,2010,8,2016,60,44,1214,0,9,9,9,9,9,9,5,5,196,695,0,519,1214,1214,0,0,1214
4518,Plot  Area,8750000,600,Sadulajab,5 Bedroom,Ready To Move,2,9,Gilbert,2004,2005,6,2015,50,NA,1959,0,9,9,9,9,9,9,7,5,70,0,0,1907,1907,1959,0,0,1959
4519,Super built-up  Area,2100000,950,Vasundhara Enclave,3 BHK,Ready To Move,2,9,CollgCr,2005,2006,8,2010,20,110,1004,848,9,9,9,9,9,9,8,5,320,668,0,336,1004,1004,848,0,1852
4520,Super built-up  Area,2950000,800,Noida,2 BHK,Ready To Move,2,9,Edwards,1984,1984,12,2011,60,60,928,836,9,9,9,9,9,9,6,5,0,821,0,107,928,928,836,0,1764
4521,Super built-up  Area,2400000,1000,Noida,3 BHK,Ready To Move,2,9,Edwards,2003,2004,6,2011,45,98,864,0,9,9,9,9,9,9,4,5,0,432,0,432,864,864,0,0,864
4522,Super built-up  Area,2400000,800,Noida,2 BHK,Ready To Move,3,9,NAmes,2005,2005,9,2012,60,47,1734,0,9,9,9,9,9,9,7,5,0,1300,0,434,1734,1734,0,0,1734
4523,Super built-up  Area,2715000,1000,Noida,3 BHK,Ready To Move,2,9,NWAmes,1956,1956,5,2012,120,60,910,475,9,9,9,9,9,9,5,4,0,507,0,403,910,910,475,0,1385
4524,Super built-up  Area,2600000,800,Noida,3 BHK,Ready To Move,2,9,SawyerW,1926,2004,5,2013,50,50,1501,0,9,9,9,9,9,9,7,5,183,679,0,811,1490,1501,0,0,1501
4525,Super built-up  Area,2330000,1000,Noida,2 BHK,17-Nov,1,9,SawyerW,1940,1999,7,2020,80,NA,1728,0,9,9,9,9,9,9,5,5,336,1332,0,396,1728,1728,0,0,1728
4526,Plot  Area,2871000,800,Noida,3 Bedroom,Ready To Move,2,9,CollgCr,1955,1993,9,2020,20,85,970,739,9,9,9,9,9,9,6,5,50,0,0,970,970,970,739,0,1709
4527,Super built-up  Area,2254000,1000,Noida,3 BHK,Ready To Move,2,9,IDOTRR,2007,2007,3,2018,60,70,875,0,9,9,9,9,9,9,5,7,0,209,0,506,715,875,0,0,875
4528,Super built-up  Area,2247000,800,Noida,2 BHK,Ready To Move,2,9,Somerst,2004,2004,7,2019,50,60,884,1151,9,9,9,9,9,9,7,5,180,0,0,884,884,884,1151,0,2035
4529,Super built-up  Area,2880000,800,Noida,3 BHK,Ready To Move,2,9,OldTown,1981,1981,1,2020,60,108,1080,0,9,9,9,9,9,9,7,5,120,680,0,400,1080,1080,0,0,1080
4530,Plot  Area,2378000,800,Noida,4 Bedroom,17-Feb,2,9,OldTown,1941,1950,3,2020,20,112,896,448,9,9,9,9,9,9,5,4,0,0,0,896,896,896,448,0,1344
4531,Super built-up  Area,2249000,800,Noida,2 BHK,Ready To Move,1,9,IDOTRR,1960,1960,2,2019,30,74,969,0,9,9,9,9,9,9,5,6,0,716,0,253,969,969,0,0,969
4532,Super built-up  Area,2500000,800,Noida,2 BHK,Ready To Move,2,9,NWAmes,1987,1987,5,2018,50,68,1710,0,9,9,9,9,9,9,8,5,436,1400,0,310,1710,1710,0,0,1710
4533,Super built-up  Area,2900000,1000,Noida,3 BHK,Ready To Move,1,9,Edwards,1961,1961,1,2015,20,65,1097,896,9,9,9,9,9,9,6,5,252,416,0,409,825,1097,896,0,1993
4534,Super built-up  Area,2250000,1000,Noida,2 BHK,19-Jan,1,9,Gilbert,1986,1986,4,2016,20,84,1252,0,9,9,9,9,9,9,6,7,0,429,1080,93,1602,1252,0,0,1252
4535,Plot  Area,2255000,800,Noida,2 Bedroom,Ready To Move,1,9,CollgCr,1950,2001,5,2020,60,115,1200,0,9,9,9,9,9,9,6,5,0,0,0,1200,1200,1200,0,0,1200
4536,Built-up  Area,2900000,800,Noida,3 BHK,Ready To Move,2,9,Crawfor,1988,1989,3,2020,30,NA,572,524,9,9,9,9,9,9,6,5,0,0,0,572,572,572,524,0,1096
4537,Plot  Area,2900000,1000,Noida,3 Bedroom,Ready To Move,2,9,Crawfor,1958,1958,4,2020,60,NA,1040,0,9,9,9,9,9,9,5,7,0,0,0,0,0,1040,0,0,1040
4538,Super built-up  Area,2828000,1000,Noida,2 BHK,Ready To Move,1,9,Somerst,2008,2009,4,2019,120,70,774,1194,9,9,9,9,9,9,8,5,84,0,0,774,774,774,1194,0,1968
4539,Super built-up  Area,2100000,1000,Noida,3 BHK,Ready To Move,1,9,Sawyer,1923,2006,7,2019,20,61,991,956,9,9,9,9,9,9,7,5,0,222,0,769,991,991,956,0,1947
4540,Plot  Area,2900000,800,Noida,4 Bedroom,Ready To Move,1,9,Edwards,2000,2000,4,2018,30,48,1392,1070,9,9,9,9,9,9,7,5,456,57,0,1335,1392,1392,1070,0,2462
4541,Plot  Area,2138000,1000,Noida,3 Bedroom,Ready To Move,1,9,SawyerW,1920,1950,3,2015,60,84,1232,0,9,9,9,9,9,9,6,6,0,660,0,572,1232,1232,0,0,1232
4542,Built-up  Area,2250000,800,Noida,1 BHK,18-Dec,2,9,CollgCr,1957,2006,7,2014,60,33,1572,1096,9,9,9,9,9,9,9,5,664,1016,0,556,1572,1572,1096,0,2668
4543,Super built-up  Area,2326000,800,Noida,2 BHK,Ready To Move,2,9,ClearCr,2003,2003,7,2014,20,66,1541,0,9,9,9,9,9,9,7,5,226,1201,0,340,1541,1541,0,0,1541
4544,Super built-up  Area,2900000,800,Noida,4 BHK,20-Dec,2,9,IDOTRR,1908,1991,3,2017,50,NA,882,0,9,9,9,9,9,9,4,6,0,0,0,882,882,882,0,0,882
4545,Plot  Area,2650000,1000,Noida,2 Bedroom,18-Aug,2,9,NAmes,1892,1993,5,2017,70,52,1149,467,9,9,9,9,9,9,6,7,0,370,0,779,1149,1149,467,0,1616
4546,Plot  Area,2250000,1000,Noida,4 Bedroom,Ready To Move,2,9,SawyerW,1990,1991,4,2017,60,110,808,547,9,9,9,9,9,9,5,7,0,351,181,112,644,808,547,0,1355
4547,Built-up  Area,2715000,800,Greater Kailash,4 BHK,Ready To Move,2,9,NWAmes,1916,1987,9,2018,60,68,1867,0,9,9,9,9,9,9,5,5,0,379,768,470,1617,1867,0,0,1867
4548,Super built-up  Area,2250000,800,Noida,2 BHK,Ready To Move,1,9,IDOTRR,1979,1979,5,2018,20,60,1610,551,9,9,9,9,9,9,8,5,300,1288,0,294,1582,1610,551,0,2161
4549,Plot  Area,2980000,800,Noida,2 Bedroom,18-Dec,2,9,NPkVill,2001,2002,3,2016,190,100,840,880,9,9,9,9,9,9,7,5,0,0,0,840,840,840,880,0,1720
4550,Super built-up  Area,3025000,1000,Greater Kailash,3 BHK,18-May,2,9,OldTown,1932,1994,4,2016,20,24,1707,0,9,9,9,9,9,9,8,6,653,0,0,1686,1686,1707,0,0,1707
4551,Super built-up  Area,2240000,1000,Greater Kailash,2 BHK,Ready To Move,1,9,NAmes,1972,2004,12,2015,30,89,854,0,9,9,9,9,9,9,5,6,0,360,0,360,720,854,0,528,1382
4552,Super built-up  Area,2300000,800,Greater Kailash,1 BHK,Ready To Move,1,9,NAmes,1999,1999,2,2010,60,66,1656,0,9,9,9,9,9,9,6,5,112,639,0,441,1080,1656,0,0,1656
4553,Plot  Area,2398000,800,Greater kailash 1,4 Bedroom,Ready To Move,2,9,NAmes,2004,2004,3,2011,20,60,1064,703,9,9,9,9,9,9,7,7,0,495,215,354,1064,1064,703,0,1767
4554,Built-up  Area,2990000,800,Greater Kailash,2 BHK,Ready To Move,2,9,Gilbert,1972,1972,6,2011,60,63,1362,0,9,9,9,9,9,9,6,5,491,288,374,700,1362,1362,0,0,1362
4555,Built-up  Area,2896000,1000,Greater Kailash,3 BHK,Ready To Move,1,9,NAmes,1976,1976,5,2012,70,60,1651,0,9,9,9,9,9,9,6,5,132,1398,208,0,1606,1651,0,0,1651
4556,Built-up  Area,2262000,1000,Greater Kailash,3 BHK,Ready To Move,1,9,Timber,2007,2007,6,2012,50,44,2158,0,9,9,9,9,9,9,6,7,0,477,0,725,1202,2158,0,0,2158
4557,Super built-up  Area,2813000,800,Greater Kailash,2 BHK,Ready To Move,2,9,Sawyer,1918,1990,9,2013,20,50,1164,896,9,9,9,9,9,9,6,5,268,831,0,320,1151,1164,896,0,2060
4558,Super built-up  Area,2205000,1000,Greater Kailash,1 BHK,Ready To Move,1,9,NWAmes,1912,1950,5,2020,90,NA,1252,668,9,9,9,9,9,9,5,5,0,57,441,554,1052,1252,668,0,1920
4559,Super built-up  Area,2262000,800,Greater Kailash,3 BHK,Ready To Move,2,9,NAmes,2004,2005,5,2020,20,76,2234,0,9,9,9,9,9,9,9,5,748,1904,0,312,2216,2234,0,0,2234
4560,Plot  Area,2813000,800,Greater Kailash,2 Bedroom,Ready To Move,2,9,Mitchel,2003,2004,4,2018,20,NA,968,0,9,9,9,9,9,9,5,6,0,0,0,968,968,968,0,0,968
4561,Built-up  Area,2205000,1000,Greater Kailash,3 BHK,Ready To Move,2,9,CollgCr,1977,1977,7,2019,60,72,769,756,9,9,9,9,9,9,6,5,456,436,0,320,756,769,756,0,1525
4562,Super built-up  Area,3005000,800,Greater Kailash,3 BHK,Ready To Move,2,9,CollgCr,1924,1950,6,2020,20,47,901,901,9,9,9,9,9,9,7,6,0,352,0,441,793,901,901,0,1802
4563,Super built-up  Area,2374000,1000,Greater Kailash,3 BHK,Ready To Move,2,9,NAmes,2004,2004,2,2020,60,81,1340,0,9,9,9,9,9,9,5,6,98,0,0,0,0,1340,0,0,1340
4564,Built-up  Area,2980000,800,Greater Kailash,2 BHK,Ready To Move,1,9,CollgCr,1947,1950,5,2019,80,95,1362,720,9,9,9,9,9,9,7,5,0,0,0,1362,1362,1362,720,0,2082
4565,Plot  Area,2957000,1000,Noida,2 Bedroom,Ready To Move,2,9,NAmes,1990,1990,8,2018,20,69,936,316,9,9,9,9,9,9,5,8,0,0,0,504,504,936,316,0,1252
4566,Plot  Area,2950000,1000,Noida,9 Bedroom,Ready To Move,1,9,CollgCr,1962,1962,5,2015,20,74,1518,1518,9,9,9,9,9,9,10,9,0,0,0,1107,1107,1518,1518,572,3608
4567,Super built-up  Area,2053000,1000,Noida Road,3 BHK,Ready To Move,1,9,Sawyer,1960,1960,2,2016,20,85,1217,0,9,9,9,9,9,9,7,5,0,611,0,577,1188,1217,0,0,1217
4568,Plot  Area,2817000,800,Noida,3 Bedroom,Ready To Move,2,9,Edwards,1988,1989,12,2020,160,60,808,704,9,9,9,9,9,9,5,7,0,0,0,660,660,808,704,144,1656
4569,Super built-up  Area,2650000,1000,Noida,3 BHK,Ready To Move,1,9,BrkSide,1964,1964,4,2020,50,21,1224,0,9,9,9,9,9,9,5,5,275,1086,0,0,1086,1224,0,0,1224
4570,Super built-up  Area,2250000,1000,Noida,3 BHK,18-Dec,2,9,Gilbert,1925,1950,4,2019,160,NA,1593,0,9,9,9,9,9,9,8,5,0,1153,0,440,1593,1593,0,0,1593
4571,Super built-up  Area,2250000,800,Greater Kailash,2 BHK,Ready To Move,2,9,SawyerW,2009,2009,8,2020,60,50,1549,1178,9,9,9,9,9,9,8,8,0,297,0,556,853,1549,1178,0,2727
4572,Plot  Area,2980000,800,Noida,3 Bedroom,Ready To Move,2,9,BrkSide,2009,2009,4,2020,180,72,725,754,9,9,9,9,9,9,7,9,138,626,0,99,725,725,754,0,1479
4573,Super built-up  Area,3025000,1000,Greater Kailash,2 BHK,18-Jun,0,9,CollgCr,1995,1995,4,2018,60,60,1431,0,9,9,9,9,9,9,7,5,0,560,0,871,1431,1431,0,0,1431
4574,Super built-up  Area,2240000,1000,Greater Kailash,2 BHK,Ready To Move,1,9,NridgHt,1977,1977,5,2019,50,100,970,739,9,9,9,9,9,9,7,5,50,0,0,970,970,970,739,0,1709
4575,Super built-up  Area,2300000,800,Greater Kailash,1 BHK,21-Dec,2,9,NWAmes,1957,1996,6,2020,45,32,864,0,9,9,9,9,9,9,5,7,0,390,0,474,864,864,0,0,864
4576,Plot  Area,2398000,800,Greater kailash 1,4 Bedroom,Ready To Move,1,9,ClearCr,2004,2004,4,2020,30,78,855,601,9,9,9,9,9,9,6,6,0,566,0,289,855,855,601,0,1456
4577,Plot  Area,2990000,800,Greater Kailash,6 Bedroom,Ready To Move,2,9,OldTown,1925,1950,6,2019,50,80,1726,0,9,9,9,9,9,9,7,5,205,1126,0,600,1726,1726,0,0,1726
4578,Plot  Area,2321000,1000,Greater Kailash,3 Bedroom,Ready To Move,2,9,Edwards,1939,2006,9,2018,20,NA,1360,1360,9,9,9,9,9,9,8,4,0,1036,184,140,1360,1360,1360,392,3112
4579,Plot  Area,2850000,800,Noida,4 Bedroom,Ready To Move,1,9,NAmes,2005,2006,6,2015,90,121,929,929,9,9,9,9,9,9,6,6,0,0,0,755,755,929,929,371,2229
4580,Built-up  Area,3020000,1000,Noida,4 BHK,Ready To Move,2,9,Timber,2006,2006,5,2016,50,122,1713,0,9,9,9,9,9,9,8,5,262,1088,0,625,1713,1713,0,0,1713
4581,Super built-up  Area,2197000,1000,Noida,3 BHK,Ready To Move,2,9,Somerst,2002,2002,12,2020,120,40,1121,0,9,9,9,9,9,9,4,5,0,0,0,1121,1121,1121,0,0,1121
4582,Super built-up  Area,2100000,800,Noida,2 BHK,19-Jul,2,9,Gilbert,1975,1975,12,2020,60,105,1279,0,9,9,9,9,9,9,6,6,0,641,279,276,1196,1279,0,0,1279
4583,Super built-up  Area,2126000,800,Noida,2 BHK,Ready To Move,1,9,Veenker,1971,1971,10,2020,20,60,865,445,9,9,9,9,9,9,6,6,0,617,0,0,617,865,445,0,1310
4584,Built-up  Area,2350000,800,Noida,2 BHK,Ready To Move,2,9,NridgHt,2003,2003,6,2019,20,60,848,0,9,9,9,9,9,9,6,5,205,662,0,186,848,848,0,0,848
4585,Super built-up  Area,2950000,800,Noida,3 BHK,Ready To Move,2,9,NridgHt,1971,1971,2,2019,60,85,720,564,9,9,9,9,9,9,5,7,0,312,0,408,720,720,564,0,1284
4586,Carpet  Area,2915000,1000,Noida,9 BHK,Ready To Move,2,9,OldTown,1995,1995,5,2018,50,80,1442,0,9,9,9,9,9,9,7,5,0,0,0,1424,1424,1442,0,0,1442
4587,Super built-up  Area,2000000,1000,Noida,2 BHK,20-Dec,2,9,OldTown,1970,1970,3,2015,50,60,1696,0,9,9,9,9,9,9,5,5,0,0,0,1140,1140,1696,0,0,1696
4588,Super built-up  Area,2718000,800,Noida,3 BHK,Ready To Move,1,9,Edwards,1967,1967,5,2014,30,69,1100,0,9,9,9,9,9,9,4,5,0,419,306,375,1100,1100,0,0,1100
4589,Super built-up  Area,2200000,1000,Noida,2 BHK,Ready To Move,1,9,ClearCr,2005,2006,12,2014,20,NA,1180,882,9,9,9,9,9,9,7,5,128,1065,0,92,1157,1180,882,0,2062
