id,area_type,price,total_sqft,location,size,availability,balcony,society,bath,YearBuilt,YearRemodAdd,MoSold,YrSold,MSSubClass,LotFrontage,1stFlrSF,2ndFlrSF,Gymnasium,SwimmingPool,ShoppingMall,SportsFacility,ATM,School,Hospital,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,KitchenAbvGr
5481,,6683000,1630,Kasba,4 Bedroom,Ready To Move,1,Blmngtn,2,1930,1968,4,2020,120,60,979,871,9,9,9,9,9,9,9,290,0,0,290,438,0,0,438,1
5482,,8200000,2000,Jatragachi Flyover,5 Bedroom,Ready To Move,0,NAmes,1,2006,1950,1,2019,60,NA,1130,1054,9,9,9,9,9,9,9,412,287,251,950,950,0,0,950,1
5483,,6560000,1600,Dum Dum,5 Bedroom,Ready To Move,1,NAmes,1,1994,1977,7,2018,30,60,1096,895,9,9,9,9,9,9,9,588,0,422,1010,1134,0,0,1134,1
5484,,5535000,1350,Dum Dum,3 BHK,Ready To Move,1,NridgHt,2,1956,2006,4,2015,20,65,1338,0,9,9,9,9,9,9,9,655,0,0,655,1194,0,0,1194,1
5485,,6150000,1500,Dum Dum,4 BHK,Ready To Move,1,SawyerW,2,1966,1984,7,2016,50,70,894,0,9,9,9,9,9,9,9,0,0,630,630,630,672,0,1302,1
5486,,6560000,1600,Dum Dum,4 Bedroom,Ready To Move,1,StoneBr,1,1998,1989,4,2020,190,21,1422,915,9,9,9,9,9,9,9,1032,0,431,1463,1500,1122,0,2622,1
5487,,11890000,2900,Lake Town,2 BHK,Ready To Move,1,NWAmes,2,1937,1969,4,2020,20,75,1103,0,9,9,9,9,9,9,9,738,0,172,910,1442,0,0,1442,1
5488,,4920000,1200,Lake Town,2 BHK,Ready To Move,1,Edwards,1,1948,2004,5,2020,60,70,1154,0,9,9,9,9,9,9,9,0,0,868,868,887,1134,0,2021,1
5489,,9245500,2255,Lake Town,3 BHK,Ready To Move,1,NridgHt,2,1930,1994,9,2019,60,100,1306,954,9,9,9,9,9,9,9,0,0,924,924,948,742,0,1690,1
5490,,5740000,1400,Lake Town,5 BHK,Ready To Move,1,StoneBr,2,1975,2004,11,2019,190,24,799,772,9,9,9,9,9,9,9,1039,0,797,1836,1836,0,0,1836,1
5491,,6150000,1500,Jessore Road,3 Bedroom,Ready To Move,1,Sawyer,1,1996,1963,3,2018,160,60,798,813,9,9,9,9,9,9,9,219,0,554,773,773,885,0,1658,1
5492,,6560000,1600,Jessore Road,2 BHK,22-Jun,1,CollgCr,2,2008,2002,6,2015,50,80,1291,1230,9,9,9,9,9,9,9,403,0,400,803,1098,866,0,1964,1
5493,,11070000,2700,Bangur,2 BHK,Ready To Move,1,NridgHt,2,1976,1964,9,2014,120,75,893,0,9,9,9,9,9,9,9,708,0,108,816,816,0,0,816,1
5494,,4920000,1200,Bangur,2 BHK,18-Apr,1,CollgCr,2,1973,1996,7,2014,60,60,1048,0,9,9,9,9,9,9,9,643,0,365,1008,1008,0,0,1008,1
5495,,18860000,4600,Tangra,2 BHK,Ready To Move,1,OldTown,1,1916,1992,5,2017,60,80,829,727,9,9,9,9,9,9,9,415,0,418,833,833,0,0,833,1
5496,,6765000,1650,Tangra,2 BHK,Ready To Move,1,NridgHt,2,1954,1973,8,2017,60,75,1002,454,9,9,9,9,9,9,9,1004,0,730,1734,1734,0,0,1734,1
5497,,22632000,5520,Brahmapur Road,2 BHK,Ready To Move,1,NridgHt,2,1925,2006,11,2017,75,40,698,728,9,9,9,9,9,9,9,353,0,55,408,779,640,0,1419,1
5498,,15990000,3900,Baranagar,3 BHK,Ready To Move,1,OldTown,1,1950,2004,3,2018,20,70,1240,0,9,9,9,9,9,9,9,702,0,192,894,894,0,0,894,1
5499,,7380000,1800,Baranagar,2 BHK,Ready To Move,1,Mitchel,2,2009,2005,5,2018,20,71,960,780,9,9,9,9,9,9,9,0,0,533,533,1021,580,0,1601,1
5500,,18450000,4500,Dakshineswar,2 Bedroom,17-Oct,1,Sawyer,1,1936,1950,12,2016,20,55,1096,370,9,9,9,9,9,9,9,369,0,671,1040,1040,0,0,1040,1
5501,,6359100,1551,New Town,3 BHK,Ready To Move,1,NAmes,1,1965,2000,7,2016,60,94,1096,0,9,9,9,9,9,9,9,0,0,1012,1012,1012,0,0,1012,1
5502,,6560000,1600,International Airport,3 BHK,Ready To Move,1,NAmes,1,1934,1950,5,2015,50,NA,848,0,9,9,9,9,9,9,9,24,0,1528,1552,1552,0,0,1552,1
5503,,8015500,1955,VIP Road,3 BHK,19-Dec,1,NWAmes,2,1978,1998,7,2010,20,79,990,0,9,9,9,9,9,9,9,0,0,672,672,960,0,0,960,1
5504,,6355000,1550,Ballygunge,1 BHK,Ready To Move,1,OldTown,2,2004,2000,10,2011,20,NA,1258,0,9,9,9,9,9,9,9,0,0,698,698,698,0,0,698,1
5505,,19762000,4820,Selimpur,2 BHK,Ready To Move,1,MeadowV,1,1970,2006,6,2011,20,53,1040,0,9,9,9,9,9,9,9,0,0,384,384,812,670,0,1482,1
5506,,7556300,1843,Narendrapur,2 BHK,Ready To Move,1,MeadowV,1,1942,2006,7,2012,20,60,1459,0,9,9,9,9,9,9,9,0,0,1005,1005,1005,0,0,1005,1
5507,,14924000,3640,New Alipore,2 BHK,Ready To Move,1,NAmes,1,2006,1986,11,2012,20,90,1251,0,9,9,9,9,9,9,9,0,0,1373,1373,1555,0,0,1555,1
5508,,12300000,3000,Narendrapur,2 BHK,17-May,1,Gilbert,2,1993,1950,6,2013,20,50,691,807,9,9,9,9,9,9,9,1300,0,230,1530,1530,0,0,1530,1
5509,,18450000,4500,Dum Dum,2 BHK,19-Apr,1,NAmes,1,1985,1978,11,2020,20,130,996,0,9,9,9,9,9,9,9,0,0,847,847,847,1112,0,1959,1
5510,,5330000,1300,Dum Dum,4 Bedroom,Ready To Move,1,OldTown,1,1977,1950,7,2020,60,95,546,546,9,9,9,9,9,9,9,936,0,0,936,936,0,0,936,1
5511,,4100000,1000,Narendrapur,1 Bedroom,Ready To Move,1,IDOTRR,1,2005,1971,8,2018,50,62,1082,871,9,9,9,9,9,9,9,622,0,500,1122,1328,653,0,1981,1
5512,,8200000,2000,Howrah,2 BHK,Ready To Move,1,NoRidge,3,2006,2002,12,2019,30,70,970,739,9,9,9,9,9,9,9,212,0,762,974,974,0,0,974,1
5513,,6970000,1700,Garia,4 Bedroom,Ready To Move,0,BrkSide,2,2000,1959,9,2020,80,67,1247,0,9,9,9,9,9,9,9,0,0,1008,1008,1178,1032,0,2210,1
5514,,7380000,1800,Tangra,4 Bedroom,Ready To Move,1,Sawyer,1,1963,1970,5,2020,85,58,1040,0,9,9,9,9,9,9,9,584,0,544,1128,1142,878,0,2020,1
5515,,4920000,1200,Tangra,4 BHK,Ready To Move,1,NAmes,1,1997,1995,6,2019,20,NA,624,628,9,9,9,9,9,9,9,0,0,916,916,916,684,0,1600,1
5516,,4920000,1200,Tangra,4 BHK,18-Dec,1,BrDale,1,2006,1991,8,2018,90,85,1390,304,9,9,9,9,9,9,9,0,0,960,960,986,0,0,986,1
5517,,6970000,1700,Tangra,3 BHK,Ready To Move,1,Somerst,2,2007,2006,5,2015,20,60,1200,0,9,9,9,9,9,9,9,280,0,752,1032,1032,220,0,1252,1
5518,,6765000,1650,Tangra,4 Bedroom,Ready To Move,1,Edwards,1,1937,2000,4,2016,50,60,936,0,9,9,9,9,9,9,9,0,0,780,780,780,240,0,1020,1
5519,,6150000,1500,Tangra,3 BHK,Ready To Move,1,Crawfor,2,2004,2005,5,2020,160,50,1314,0,9,9,9,9,9,9,9,1567,0,0,1567,1567,0,0,1567,1
5520,,10250000,2500,New Alipore,3 BHK,19-Jul,1,NPkVill,2,2003,1996,5,2020,20,74,773,582,9,9,9,9,9,9,9,645,0,270,915,1167,0,0,1167,1
5521,,10250000,2500,Madhyamgram,2 BHK,Ready To Move,1,OldTown,2,1915,1976,5,2020,20,70,1088,0,9,9,9,9,9,9,9,852,0,100,952,952,0,0,952,1
5522,,10086000,2460,Narendrapur,3 BHK,18-Apr,1,SawyerW,2,1998,1957,6,2020,50,57,757,567,9,9,9,9,9,9,9,381,0,399,780,1088,780,0,1868,1
5523,,11480000,2800,Howrah,2 BHK,Ready To Move,1,Somerst,2,1962,2006,10,2018,20,NA,1601,0,9,9,9,9,9,9,9,1150,0,316,1466,1466,1362,0,2828,1
5524,,10110600,2466,EM Bypass South East,4 BHK,17-Dec,1,OldTown,2,1950,2000,4,2019,60,NA,438,0,9,9,9,9,9,9,9,288,0,718,1006,1006,0,0,1006,1
5525,,6765000,1650,Block O,2 BHK,Ready To Move,1,NAmes,1,1965,2007,7,2020,80,NA,950,0,9,9,9,9,9,9,9,348,0,324,672,672,252,0,924,1
5526,,7380000,1800,Rajarhat,1 BHK,Ready To Move,1,NAmes,1,1971,2002,7,2020,60,85,1134,0,9,9,9,9,9,9,9,0,0,1042,1042,1042,534,0,1576,1
5527,,5125000,1250,New Alipore,2 BHK,18-Jul,1,NridgHt,2,1900,2003,8,2019,20,NA,1194,0,9,9,9,9,9,9,9,1258,0,40,1298,1298,0,0,1298,1
5528,,14981400,3654,birati,4 BHK,Ready To Move,1,NAmes,1,1970,1987,5,2018,120,78,630,672,9,9,9,9,9,9,9,275,0,429,704,860,704,0,1564,1
5529,,15580000,3800,Narendrapur,3 BHK,Ready To Move,1,Mitchel,1,1976,1959,7,2015,80,34,1500,1122,9,9,9,9,9,9,9,0,0,572,572,572,539,0,1111,1
5530,,5969600,1456,New Alipore,2 BHK,18-Jun,1,Crawfor,1,1941,1950,8,2016,90,58,1442,0,9,9,9,9,9,9,9,624,0,26,650,832,650,0,1482,1
5531,,10069600,2456,New Town,2 BHK,18-Apr,1,NridgHt,2,2006,2006,7,2020,90,NA,887,1134,9,9,9,9,9,9,9,0,0,932,932,932,0,0,932,1
5532,,14981400,3654,Rajarhat,2 BHK,Ready To Move,1,NWAmes,2,1960,1956,11,2020,90,70,948,742,9,9,9,9,9,9,9,176,0,1290,1466,1466,0,0,1466,1
5533,,9225000,2250,Sonarpur,3 BHK,Ready To Move,1,NoRidge,2,1938,2008,11,2020,20,54,1836,0,9,9,9,9,9,9,9,296,547,230,1073,1811,0,0,1811,1
5534,,18450000,4500,New Alipore,3 BHK,Ready To Move,1,CollgCr,2,1920,1992,7,2019,70,49,773,885,9,9,9,9,9,9,9,538,0,278,816,816,0,0,816,1
5535,,8200000,2000,New Alipore,3 BHK,Ready To Move,1,Crawfor,1,1992,1955,6,2019,70,75,1098,866,9,9,9,9,9,9,9,454,0,410,864,902,918,0,1820,1
5536,,6560000,1600,New Alipore,2 BHK,Ready To Move,1,OldTown,2,1925,2007,5,2018,160,53,816,0,9,9,9,9,9,9,9,1157,0,280,1437,1437,0,0,1437,1
5537,,20500000,5000,New Town Action Area II,3 BHK,Ready To Move,1,NAmes,1,1967,2004,7,2015,60,50,1008,0,9,9,9,9,9,9,9,633,0,586,1219,1265,0,0,1265,1
5538,,22550000,5500,Narendrapur,9 BHK,Ready To Move,1,BrkSide,2,1958,2005,10,2014,20,87,833,0,9,9,9,9,9,9,9,904,0,410,1314,1314,0,0,1314,1
5539,,18450000,4500,Narendrapur,5 Bedroom,Ready To Move,0,Edwards,3,1973,1980,7,2014,20,67,1734,0,9,9,9,9,9,9,9,0,0,1580,1580,1580,0,0,1580,1
5540,,9840000,2400,New Town,2 BHK,Ready To Move,1,NoRidge,2,2005,1950,6,2017,60,85,779,640,9,9,9,9,9,9,9,442,0,459,901,943,933,0,1876,1
5541,,4920000,1200,Garia,3 BHK,20-Dec,1,Somerst,2,1965,1992,7,2017,20,58,894,0,9,9,9,9,9,9,9,311,0,544,855,855,601,0,1456,1
5542,,4100000,1000,Konnagar,3 BHK,Ready To Move,1,NAmes,1,1959,1950,7,2017,85,69,1021,580,9,9,9,9,9,9,9,728,0,568,1296,1640,0,0,1640,1
5543,,5535000,1350,Madurdaha,3 BHK,18-Apr,1,NridgHt,2,1974,1995,11,2018,20,60,1040,0,9,9,9,9,9,9,9,492,0,402,894,894,0,0,894,1
5544,,5883500,1435,New Town,3 Bedroom,18-Mar,1,Edwards,1,1952,1997,5,2018,70,57,1012,0,9,9,9,9,9,9,9,1198,0,0,1198,1258,0,0,1258,2
5545,,7790000,1900,Rajpur Sonarpur,3 Bedroom,Ready To Move,1,Crawfor,3,1993,1950,1,2016,80,NA,1552,0,9,9,9,9,9,9,9,680,391,289,1360,1432,0,0,1432,1
5546,,7380000,1800,Prince Anwar Shah Connector,2 BHK,Ready To Move,1,Timber,2,2009,1950,6,2016,60,NA,960,0,9,9,9,9,9,9,9,0,0,1502,1502,1502,0,0,1502,1
5547,,6150000,1500,Dhakuria,5 BHK,Ready To Move,1,BrkSide,2,1928,1996,9,2015,80,77,698,0,9,9,9,9,9,9,9,0,0,1694,1694,1694,0,0,1694,1
5548,,7380000,1800,Dhakuria,3 BHK,Ready To Move,1,NAmes,1,1959,1977,2,2010,75,63,812,670,9,9,9,9,9,9,9,786,0,173,959,959,712,0,1671,1
5549,,4100000,1000,Ballygunge,2 BHK,18-Sep,1,BrkSide,1,1951,1950,2,2011,20,66,1005,0,9,9,9,9,9,9,9,626,0,501,1127,1236,872,0,2108,1
5550,,5330000,1300,Anandapur,3 BHK,Ready To Move,1,Gilbert,2,2005,1951,7,2011,20,NA,1555,0,9,9,9,9,9,9,9,1387,0,543,1930,1831,1796,0,3627,1
5551,,12300000,3000,Uttarpara Kotrung,2 BHK,18-Apr,1,Edwards,1,1958,1976,7,2012,120,66,1530,0,9,9,9,9,9,9,9,522,0,574,1096,1118,0,0,1118,1
5552,,6150000,1500,Rajarhat,2 BHK,Ready To Move,1,CollgCr,2,1983,2007,7,2012,20,77,847,1112,9,9,9,9,9,9,9,662,0,599,1261,1261,0,0,1261,1
5553,,7380000,1800,N S C Bose Road  Narendrapur,3 BHK,Ready To Move,1,NAmes,1,1926,1959,11,2013,60,70,936,0,9,9,9,9,9,9,9,0,0,625,625,625,625,0,1250,1
5554,,8200000,2000,Haltu,6 Bedroom,Ready To Move,1,Sawyer,1,2009,1950,3,2020,60,79,1328,653,9,9,9,9,9,9,9,152,469,977,1598,1636,971,479,3086,1
5555,,20500000,5000,Kaikhali,2 Bedroom,Ready To Move,1,CollgCr,2,1972,1950,3,2020,50,NA,974,0,9,9,9,9,9,9,9,503,0,449,952,1170,1175,0,2345,1
5556,,10250000,2500,Moore Avenue,2 BHK,Ready To Move,1,Timber,2,1996,1985,7,2018,20,74,1178,1032,9,9,9,9,9,9,9,700,0,983,1683,2129,743,0,2872,1
5557,,6150000,1500,Dum Dum,1 BHK,21-Dec,1,NoRidge,2,1998,1950,4,2019,30,60,1142,878,9,9,9,9,9,9,9,658,0,218,876,923,0,0,923,1
5558,,5330000,1300,Konnagar,2 BHK,Ready To Move,1,NWAmes,2,1926,1950,10,2020,80,83,916,684,9,9,9,9,9,9,9,468,0,350,818,818,406,0,1224,1
5559,,4305000,1050,Narendrapur,4 Bedroom,Ready To Move,1,NAmes,1,1900,1988,12,2020,20,76,986,0,9,9,9,9,9,9,9,0,0,731,731,820,523,0,1343,1
5560,,6560000,1600,Konnagar,2 BHK,Ready To Move,1,Gilbert,2,1957,1950,7,2019,60,70,1032,220,9,9,9,9,9,9,9,0,0,0,0,1124,0,0,1124,1
5561,,4920000,1200,Lake Town,1 BHK,21-Feb,1,NWAmes,2,1947,1959,4,2018,20,80,780,240,9,9,9,9,9,9,9,1216,0,0,1216,1298,1216,0,2514,1
5562,,14350000,3500,Uttarpara Kotrung,2 BHK,Ready To Move,1,BrkSide,1,2007,2004,4,2015,50,52,1567,0,9,9,9,9,9,9,9,1480,0,120,1600,1652,0,0,1652,1
5563,,5535000,1350,Lake Town,3 BHK,19-Dec,1,Mitchel,1,1996,2007,11,2016,70,96,1167,0,9,9,9,9,9,9,9,2096,0,300,2396,2411,2065,0,4476,1
5564,,17835000,4350,Uttarpara Kotrung,2 BHK,18-Aug,1,OldTown,1,2005,1988,7,2020,120,34,952,0,9,9,9,9,9,9,9,821,0,299,1120,1130,0,0,1130,1
5565,,7790000,1900,Dum Dum,3 BHK,Ready To Move,1,Somerst,2,1956,2004,6,2020,160,81,1088,780,9,9,9,9,9,9,9,1159,0,413,1572,1572,0,0,1572,1
5566,,7380000,1800,New Town,4 Bedroom,Ready To Move,1,NPkVill,2,2008,1999,5,2020,190,NA,1466,1362,9,9,9,9,9,9,9,392,0,392,784,949,272,0,1221,1
5567,,14350000,3500,New Town,3 BHK,Ready To Move,1,OldTown,1,1920,2008,3,2019,20,98,1006,0,9,9,9,9,9,9,9,440,0,538,978,1014,685,0,1699,2
5568,,19680000,4800,New Town,3 BHK,Ready To Move,1,NridgHt,2,1957,2008,8,2019,50,81,672,252,9,9,9,9,9,9,9,1456,0,168,1624,1624,0,0,1624,1
5569,,20500000,5000,Dum Dum,2 BHK,Ready To Move,1,Edwards,2,1988,1974,7,2018,50,75,1042,534,9,9,9,9,9,9,9,0,0,831,831,831,829,0,1660,1
5570,,5330000,1300,Dum Dum,4 Bedroom,Ready To Move,1,NridgHt,2,1920,1978,7,2015,40,51,1298,0,9,9,9,9,9,9,9,0,0,994,994,1028,776,0,1804,1
5571,,8200000,2000,Howrah,3 BHK,Ready To Move,1,BrkSide,1,1955,2006,6,2014,20,88,860,704,9,9,9,9,9,9,9,1159,0,90,1249,1622,0,0,1622,1
5572,,5157800,1258,Dum Dum,2 BHK,Ready To Move,1,NAmes,1,1946,1968,3,2014,20,55,572,539,9,9,9,9,9,9,9,0,0,776,776,764,677,0,1441,1
5573,,7380000,1800,Jorabagan,4 Bedroom,Ready To Move,1,IDOTRR,1,2004,1969,11,2017,80,74,832,650,9,9,9,9,9,9,9,0,0,702,702,842,630,0,1472,1
5574,,6560000,1600,Elgin,3 BHK,Ready To Move,1,Gilbert,2,1910,1978,7,2017,50,65,932,0,9,9,9,9,9,9,9,883,0,341,1224,1224,0,0,1224,1
5575,,5678500,1385,New Alipore Road,3 BHK,18-May,1,Blmngtn,2,1998,2009,6,2017,90,50,1466,0,9,9,9,9,9,9,9,371,0,292,663,663,689,0,1352,1
5576,,10250000,2500,Tollygunge,2 BHK,Ready To Move,1,Sawyer,1,1972,2008,3,2018,60,64,1811,0,9,9,9,9,9,9,9,0,0,728,728,728,728,0,1456,1
5577,,8200000,2000,Sodepur,2 Bedroom,Ready To Move,1,Mitchel,1,1968,2000,7,2018,80,97,816,0,9,9,9,9,9,9,9,0,0,879,879,879,984,0,1863,1
5578,,5330000,1300,Sodepur,3 BHK,Ready To Move,1,Edwards,1,2001,1986,11,2016,60,60,902,918,9,9,9,9,9,9,9,0,0,815,815,815,875,0,1690,1
5579,,18450000,4500,Sodepur,,Immediate Possession,1,Edwards,2,2006,1996,7,2016,50,NA,1437,0,9,9,9,9,9,9,9,0,0,1212,1212,1212,0,0,1212,1
5580,,6560000,1600,Cossipore,2 BHK,Ready To Move,1,NoRidge,2,2000,1977,6,2015,20,88,1265,0,9,9,9,9,9,9,9,547,0,504,1051,1382,0,0,1382,1
5581,,4100000,1000,International Airport,1 Bedroom,Ready To Move,1,SWISU,1,1998,1958,10,2010,20,69,1314,0,9,9,9,9,9,9,9,0,0,864,864,864,0,0,864,1
5582,,6683000,1630,International Airport,1 BHK,19-Dec,1,StoneBr,2,1998,2007,7,2011,20,60,1580,0,9,9,9,9,9,9,9,0,0,866,866,866,913,0,1779,1
5583,,8200000,2000,International Airport,3 BHK,Ready To Move,0,NridgHt,2,2006,1994,3,2011,90,53,943,933,9,9,9,9,9,9,9,0,0,884,884,884,464,0,1348,1
5584,,6560000,1600,New Town Action Area II,3 BHK,Ready To Move,0,SawyerW,1,1988,1950,5,2012,50,80,855,601,9,9,9,9,9,9,9,0,0,1630,1630,1630,0,0,1630,1
5585,,5535000,1350,Action Area II Newtown,2 BHK,Ready To Move,0,NAmes,1,1923,2000,10,2012,50,24,1640,0,9,9,9,9,9,9,9,788,0,268,1056,1074,0,0,1074,1
5586,,6150000,1500,E M Bypass,2 BHK,Ready To Move,0,NAmes,2,1970,1985,7,2013,20,74,894,0,9,9,9,9,9,9,9,485,177,1496,2158,2196,0,0,2196,1
5587,,6560000,1600,Howrah,2 BHK,Ready To Move,0,NAmes,1,1955,2004,6,2020,20,50,1258,0,9,9,9,9,9,9,9,1056,0,0,1056,1056,0,0,1056,1
5588,,11890000,2900,Dum Dum,2 BHK,Ready To Move,0,Timber,2,2003,1950,11,2020,120,80,1432,0,9,9,9,9,9,9,9,340,0,1342,1682,1700,0,0,1700,1
5589,,4920000,1200,Behala,2 BHK,Ready To Move,0,Gilbert,2,1977,1954,5,2018,60,30,1502,0,9,9,9,9,9,9,9,504,108,319,931,1283,0,0,1283,1
5590,,9245500,2255,New Town,3 BHK,Ready To Move,0,NAmes,1,1957,1991,10,2019,80,88,1694,0,9,9,9,9,9,9,9,1220,0,440,1660,1660,0,0,1660,1
5591,,5740000,1400,Sonarpur,3 BHK,Ready To Move,0,NAmes,1,2006,2008,5,2020,160,85,959,712,9,9,9,9,9,9,9,0,0,1055,1055,1055,790,0,1845,1
5592,,6150000,1500,Tangra,2 Bedroom,Ready To Move,1,SWISU,2,1949,1996,5,2020,70,82,1236,872,9,9,9,9,9,9,9,427,0,132,559,1080,672,0,1752,1
5593,,6560000,1600,Tangra,1 BHK,18-Jul,1,Sawyer,1,2003,1950,6,2019,60,78,1831,1796,9,9,9,9,9,9,9,344,0,328,672,672,0,0,672,1
5594,,11070000,2700,Rajpur,2 BHK,Ready To Move,1,Somerst,2,1922,1963,8,2018,20,78,1118,0,9,9,9,9,9,9,9,648,0,0,648,960,0,0,960,1
5595,,4920000,1200,Rajpur,3 BHK,Ready To Move,1,OldTown,2,1957,1950,5,2015,20,61,1261,0,9,9,9,9,9,9,9,784,0,141,925,999,0,0,999,1
5596,,18860000,4600,Lake Town,2 BHK,Ready To Move,1,NAmes,1,1920,1970,5,2016,20,NA,625,625,9,9,9,9,9,9,9,180,374,340,894,894,0,0,894,1
5597,,6765000,1650,Lake Town,3 BHK,Ready To Move,1,NridgHt,2,1996,1995,5,2020,180,NA,1636,971,9,9,9,9,9,9,9,0,0,0,0,1318,584,0,1902,2
5598,,22632000,5520,Rajarhat,3 BHK,19-May,1,Edwards,1,2003,2002,4,2020,60,NA,1170,1175,9,9,9,9,9,9,9,936,0,364,1300,1314,0,0,1314,1
5599,,15990000,3900,Howrah,3 BHK,Ready To Move,1,OldTown,3,1957,1999,9,2020,20,70,2129,743,9,9,9,9,9,9,9,0,0,0,0,672,240,0,912,1
5600,,7380000,1800,Howrah,3 BHK,17-Nov,1,BrkSide,1,1974,1975,7,2019,60,21,923,0,9,9,9,9,9,9,9,0,0,672,672,672,546,0,1218,1
5601,,18450000,4500,Rajarhat,1 BHK,Ready To Move,1,Timber,2,1940,2000,4,2019,70,80,818,406,9,9,9,9,9,9,9,312,600,0,912,912,0,0,912,1
5602,,6359100,1551,New Town,1 BHK,Ready To Move,1,BrkSide,1,1918,1994,11,2018,60,NA,820,523,9,9,9,9,9,9,9,250,492,210,952,1211,0,0,1211,1
5603,,6560000,1600,New Alipore,3 Bedroom,Ready To Move,1,Sawyer,1,1992,1999,8,2015,20,59,1124,0,9,9,9,9,9,9,9,196,0,844,1040,1168,678,0,1846,1
5604,,8015500,1955,Sonarpur,3 BHK,Ready To Move,1,ClearCr,1,1915,1969,1,2014,160,90,1298,1216,9,9,9,9,9,9,9,756,0,1380,2136,2136,0,0,2136,1
5605,,6355000,1550,Tollygunge,7 BHK,19-Jan,1,BrkSide,1,2005,2005,10,2014,20,85,1652,0,9,9,9,9,9,9,9,724,0,64,788,788,702,0,1490,1
5606,,19762000,4820,Tollygunge,2 BHK,Ready To Move,1,CollgCr,2,2004,2006,2,2017,120,45,2411,2065,9,9,9,9,9,9,9,507,0,81,588,1138,0,0,1138,1
5607,,7556300,1843,Garia,2 BHK,Ready To Move,1,NridgHt,2,1983,1950,6,2017,20,90,1130,0,9,9,9,9,9,9,9,0,0,894,894,894,1039,0,1933,1
5608,,14924000,3640,Tollygunge,3 BHK,Ready To Move,1,Mitchel,1,1979,2001,1,2017,20,71,1572,0,9,9,9,9,9,9,9,595,0,317,912,912,0,0,912,1
5609,,12300000,3000,Tollygunge,4 BHK,18-May,1,CollgCr,1,1965,1979,12,2018,20,NA,949,272,9,9,9,9,9,9,9,1540,0,162,1702,1702,0,0,1702,1
5610,,18450000,4500,Tollygunge,4 Bedroom,Ready To Move,1,CollgCr,1,1959,1970,10,2018,20,80,1014,685,9,9,9,9,9,9,9,666,0,409,1075,1507,0,0,1507,1
5611,,5330000,1300,Action Area III,2 BHK,Ready To Move,1,StoneBr,2,2009,1998,8,2016,20,87,1624,0,9,9,9,9,9,9,9,498,211,652,1361,1361,1259,0,2620,2
5612,,4100000,1000,New Town,2 BHK,Ready To Move,1,OldTown,1,2000,1997,8,2016,60,NA,831,829,9,9,9,9,9,9,9,803,0,303,1106,1190,0,0,1190,1
5613,,8200000,2000,International Airport,2 BHK,Ready To Move,1,Blmngtn,0,1971,2001,5,2015,60,80,1028,776,9,9,9,9,9,9,9,0,0,0,0,1224,0,0,1224,2
5614,,6970000,1700,Baguiati,5 Bedroom,Ready To Move,1,Crawfor,2,1947,1975,3,2010,20,70,1622,0,9,9,9,9,9,9,9,1000,0,188,1188,1188,0,0,1188,1
5615,,7380000,1800,N S C Bose Road  Narendrapur,6 Bedroom,Ready To Move,1,Blueste,2,1928,1991,5,2011,60,82,764,677,9,9,9,9,9,9,9,0,0,940,940,1024,940,0,1964,1
5616,,4920000,1200,Rajarhat,2 BHK,Ready To Move,1,NridgHt,2,1966,1966,11,2011,20,50,842,630,9,9,9,9,9,9,9,0,0,747,747,892,892,0,1784,1
5617,,4920000,1200,Howrah,4 Bedroom,Ready To Move,1,IDOTRR,1,2007,2003,7,2012,120,34,1224,0,9,9,9,9,9,9,9,0,0,764,764,764,862,0,1626,1
5618,,6970000,1700,Howrah,4 BHK,Ready To Move,1,SawyerW,2,1954,1980,6,2012,20,85,663,689,9,9,9,9,9,9,9,0,0,847,847,847,1101,0,1948,1
5619,,6765000,1650,Entally,3 BHK,Ready To Move,1,Somerst,2,1960,2006,9,2013,20,80,728,728,9,9,9,9,9,9,9,0,0,1141,1141,1141,0,0,1141,1
5620,,6150000,1500,New Alipore,3 BHK,18-Dec,1,CollgCr,2,2008,1992,3,2020,20,64,879,984,9,9,9,9,9,9,9,428,0,1048,1476,1484,0,0,1484,1
5621,,10250000,2500,Dhakuria,2 BHK,Ready To Move,1,NAmes,2,1990,2005,12,2020,20,60,815,875,9,9,9,9,9,9,9,550,0,334,884,884,884,0,1768,1
5622,,10250000,2500,New Alipore Road,3 BHK,Ready To Move,1,CollgCr,1,1893,1950,7,2018,60,51,1212,0,9,9,9,9,9,9,9,0,0,1689,1689,1689,0,0,1689,1
5623,,10086000,2460,Konnagar,1 BHK,19-Dec,1,Edwards,3,1935,2001,6,2019,30,50,1382,0,9,9,9,9,9,9,9,885,168,0,1053,1173,0,0,1173,1
5624,,11480000,2800,Konnagar,3 BHK,Ready To Move,1,Crawfor,2,2005,1962,1,2020,20,67,864,0,9,9,9,9,9,9,9,1386,0,690,2076,2076,0,0,2076,1
5625,,10110600,2466,Rishra,3 BHK,Ready To Move,1,Sawyer,1,1918,1966,9,2020,30,53,866,913,9,9,9,9,9,9,9,0,0,792,792,792,725,0,1517,1
5626,,6765000,1650,New Town,3 BHK,Ready To Move,1,CollgCr,2,1982,1978,6,2019,30,62,884,464,9,9,9,9,9,9,9,0,0,585,585,1140,728,0,1868,1
